,Property Name,Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Floor Num,Total Floor,Property Age,URL,Furnishing,Covered_Parking,Open_Parking,Total Parking,Rating,Power Backup,Facing,Overlooking,Extra_Rooms,NearbyPlaces
7157,Signature Global Park 4,Sector 36,1.2,1155,3,2,2,4,4,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-4-sector-36-sohna-gurgaon-1120-sq-ft-spid-Q83041344,1,1,0,1,3.7,1,North,Club,0,"['Sector 55-56 Metro Station', 'The Leaf Mall Sohna', 'Omaxe Gurgaon Mall', 'Badshahpur Sohna Rd Hwy', 'Vidya Niketan School']"
7158,Ashiana Mulberry,Sector 2,1.48,1349,3,3,2,7,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ashiana-mulberry-sohna-gurgaon-1457-sq-ft-spid-U81642899,0,1,0,1,3.8,1,North-East,Club,0,"['Discount Department Store', 'Badshahpur Sohna Rd Hwy, Sohna Rural', 'GD Goenka University, Gurugram', 'Sohna Public School Pathane Ware']"
7159,Ashiana Mulberry,Sector 2,1.22,1120,2,2,2,7,14,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ashiana-mulberry-sohna-gurgaon-1210-sq-ft-spid-D81642059,0,1,0,1,3.8,1,North,Club,0,"['Discount Department Store', 'Badshahpur Sohna Rd Hwy, Sohna Rural', 'GD Goenka University, Gurugram', 'Sohna Public School Pathane Ware']"
7160,Emaar Imperial Gardens,Sector 102,2.5,1295,3,4,3,12,14,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-1256-sq-ft-spid-K82466794,1,1,0,1,3.8,1,North-East,Club,1,"['Satya The Hive Mall', 'Gurugram Road', 'Dwarka Expy', 'Gurugram Global Heights School', 'Sunrise University', 'The Signature Super Speciality Hospital']"
7161,M3M Skywalk,Sector 74,3.5,1920,3,3,4,5,30,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-skywalk-sector-74-gurgaon-2000-sq-ft-spid-B82640686,1,2,0,2,4.0,1,West,Club,1,"['HUDA complex Metro Station', 'Omaxe Gurgaon Mall', 'Gurgaon - Delhi Expy, Sector 75A', 'Lady Florence Public School', 'Gurugram University']"
7162,Ireo Victory Valley,Sector 67,4.6,2450,3,3,3,7,51,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-2527-sq-ft-spid-S82555822,1,2,2,4,4.0,1,North-East,Club,2,"['Sector 55-56 metro', 'AIPL Joy Street Mall', 'National Highway 248A', 'Alpine Convent School', 'DPG Institute of Technology']"
7163,Smart World Gems,Sector 89,1.36,1100,2,3,1,2,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1067-sq-ft-spid-J83055352,1,1,0,1,3.66,1,Unknown,Park,0,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
7164,Sare Homes,Sector 92,1.3,1523,3,3,3,11,14,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sare-homes-sector-92-gurgaon-1523-sq-ft-spid-A82418164,0,1,0,1,3.72,1,North-East,Club,0,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump']"
7165,BPTP Terra,Sector 37,2.5,2037,4,3,4,8,23,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bptp-terra-sector-37d-gurgaon-2191-sq-ft-spid-U81623647,1,1,1,2,3.9,1,North,Club,1,"['Airia Mall', 'Dwarka Expressway', 'Golf Course Extension Road', 'Euro International School', 'DPG Institute of Technology']"
7166,M3M Soulitude,Sector 89,1.6,1494,3,3,3,1,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-G82411242,1,1,0,1,3.78,1,North-East,Park,1,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
7167,Emaar Imperial Gardens,Sector 102,2.45,1852,3,4,3,2,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2000-sq-ft-r1-spid-K81690016,1,1,0,1,3.8,1,North-East,Main Road,1,"['Satya The Hive Mall', 'Gurugram Road', 'Dwarka Expy', 'Gurugram Global Heights School', 'Sunrise University', 'The Signature Super Speciality Hospital']"
7168,Emaar Imperial Gardens,Sector 102,2.25,1651,3,4,1,10,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2025-sq-ft-spid-B83193160,1,2,1,3,3.8,1,North-East,Club,1,"['Satya The Hive Mall', 'Gurugram Road', 'Dwarka Expy', 'Gurugram Global Heights School', 'Sunrise University', 'The Signature Super Speciality Hospital']"
7169,M3M Woodshire,Sector 107,1.48,1310,2,2,3,6,14,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-1534-sq-ft-spid-B82867048,1,1,1,2,4.1,1,North,Park,1,"['Signum 107', 'Nora Solomon Medicenter', 'Indira Gandhi International Airport', 'The Shikshiyan School', 'Najafgarh Jheel Bird Sanctuary']"
7170,Spaze Privy,Sector 72,2.4,2185,3,4,3,10,16,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-spaze-privy-sector-72-gurgaon-2185-sq-ft-spid-P83382338,0,1,1,2,3.8,1,North-West,Club,3,"['Iffco Chowk', 'Omaxe City Centre', 'NH 248A', 'Euro International School', 'Gurugram University', 'Park Hospital']"
7171,Central Park 2 Bellevue,Sector 48,4.0,2300,3,3,3,9,16,4,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-2-bellevue-sector-48-gurgaon-2557-sq-ft-spid-G82695628,1,2,0,2,3.8,1,North,Club,4,"['Radisson', 'Treasure Island', 'The Learning Villa', 'Renaissance', 'Shalby Hospital', 'Airport HIlink City', 'Laxmi Bai Nagar']"
7172,SS The Leaf,Sector 85,1.7,1519,2,2,3,6,26,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-1640-sq-ft-r1-spid-C78883951,0,1,0,1,4.1,1,West,Club,0,"['Sector 72 Metro Station', 'Sapphire 83 Mall', 'Dwarka Expressway', 'NH 08', 'Delhi Public School', 'DPG Institute of Technology']"
7173,SS The Leaf,Sector 85,2.7,2230,3,4,3,1,16,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-2408-sq-ft-r1-spid-U78876951,0,1,0,1,4.1,1,North,Club,1,"['Sector 72 Metro Station', 'Sapphire 83 Mall', 'Dwarka Expressway', 'NH 08', 'Delhi Public School', 'DPG Institute of Technology']"
7174,Conscient Elevate,Sector 59,4.99,1940,3,3,3,23,33,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-2095-sq-ft-spid-M82725790,1,1,0,1,3.4,1,North,Main Road,1,"['Rapid Metro Station Sector 55', 'Paras Trinity Mall Sector 63', 'Badshahpur Sohna Rd Highway', 'Mehrauli-Gurgaon Road']"
7175,DLF New Town Heights 2,Sector 86,2.6,2050,4,4,4,5,22,3,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2356-sq-ft-r1-spid-R80902583,1,2,0,2,4.0,1,North,Club,2,"['City Square', 'Vatika Town Square', 'Bharat Ram Global School', 'Shishu Kalyan School', 'DSD College', 'Amity University']"
7176,Godrej Meridien,Sector 106,2.0,1360,2,2,2,14,34,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1366-sq-ft-spid-Z82344616,1,1,1,2,3.4,1,North,Club,1,"['Huda metro station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi Ajmer Expressway', 'Euro International School, Sector- 109']"
7177,DLF New Town Heights 2,Sector 86,2.1,1650,3,4,3,11,22,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-1930-sq-ft-r1-spid-E80825617,1,1,0,1,4.0,1,North,Park,1,"['City Square', 'Vatika Town Square', 'Bharat Ram Global School', 'Shishu Kalyan School', 'DSD College', 'Amity University']"
7178,Sare Petioles,Sector 92,2.05,2168,4,3,2,18,20,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-petioles-sector-92-gurgaon-2168-sq-ft-spid-G83232746,0,1,0,1,3.84,1,North-West,Club,1,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump']"
7179,Pioneer Park,Sector 61,3.0,1511,3,2,3,11,32,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pioneer-park-sector-61-gurgaon-1700-sq-ft-spid-A82339056,1,2,0,2,3.6000000000000005,1,South,Main Road,1,"['Sector 55-56 Rapid Metro', 'Hong Kong Bazaar', 'Golf Course Ext Rd', 'Gurugram University', 'Pathways School Gurgaon']"
7180,Emaar Imperial Gardens,Sector 102,2.3,1651,3,4,3,7,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2025-sq-ft-spid-Z82585760,1,1,1,2,3.8,1,North,Club,1,"['Satya The Hive Mall', 'Gurugram Road', 'Dwarka Expy', 'Gurugram Global Heights School', 'Sunrise University', 'The Signature Super Speciality Hospital']"
7181,ATS Kocoon,Sector 109,2.25,1550,3,3,3,10,27,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-kocoon-sector-109-gurgaon-1745-sq-ft-spid-S82481486,1,2,1,3,4.2,1,Unknown,Park,0,"['Jagdish Super Market', 'Dwarka', 'Euro International School', 'Gyaananda School', 'SCR Model School', 'Radha Krishan Mandir']"
7182,Hero Homes,Sector 104,1.6,1018,2,2,3,6,27,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1099-sq-ft-spid-Q82938176,1,1,1,2,4.0600000000000005,1,North,Club,0,"['The Esplanade Mall', 'Dwarka Expressway', 'Gurugram Global Heights School', 'SGT University', 'Medanta Hospital']"
7185,ATS Triumph,Sector 104,2.65,1822,3,3,3,14,27,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-triumph-sector-104-gurgaon-2290-sq-ft-spid-V81914758,1,2,1,3,3.9,1,North,Club,1,"['IFFCO Chowk Metro Station', 'The Esplanade Mall', 'Dhanwapur Road', 'Dwarka Expressway', 'Govt. PG College', 'Delhi Public School']"
7186,Huda Flats,Sector 57,2.98,2062,4,3,2,2,3,1,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-huda-flats-sector-57-gurgaon-2000-sq-ft-r1-spid-F81339571,1,1,0,1,3.62,1,Unknown,Main Road,2,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM']"
7187,Hero Homes,Sector 104,1.73,1116,2,2,4,26,26,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1389-sq-ft-spid-Z82804292,1,1,0,1,3.96,1,North-East,Club,0,"['The Esplanade Mall', 'Dwarka Expressway', 'Gurugram Global Heights School', 'SGT University', 'Medanta Hospital']"
7188,Ashiana Anmol,Sector 33,1.25,1315,2,2,2,10,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ashiana-anmol-sohna-gurgaon-1275-sq-ft-spid-G83041466,0,1,0,1,3.88,1,North,Club,0,"['Airia Mall', 'Badshahpur Sohna Road Highway', 'K. R. Mangalam University', 'Asian Public School Sohna', 'Park Hospital, Q Block South City 2']"
7189,Tulip Violet,Sector 69,2.4,1461,3,3,2,7,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-1578-sq-ft-spid-W82308098,1,1,0,1,4.2,1,North,Club,0,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology']"
7190,Tulip Yellow,Sector 69,2.42,1487,3,3,4,2,26,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-J82307700,0,1,0,1,3.84,1,North,Club,0,"['Sector 55-56 Metro Station', 'Airia Mall', 'Badshahpur Sohna Rd Highway', 'KIIT', 'Ananta Hospital', 'Park Hospital']"
7191,Smart World Orchard,Sector 61,2.55,1380,3,3,2,2,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1630-sq-ft-spid-J82439316,0,1,0,1,3.6000000000000005,1,North,Park,2,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sohna Road', 'Shalom Presidency School', 'Sushant University', 'Marengo Asia Hospitals, Gurugram']"
7192,DLF Regal Gardens,Sector 90,2.15,1479,3,3,3,10,29,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1967-sq-ft-spid-G80824267,0,1,0,1,3.78,1,North-East,Club,0,"['""SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School""']"
7193,DLF Regency Park 1,Sector 27,2.2,1047,2,2,2,8,16,4,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dlf-regency-park-1-dlf-phase-4-gurgaon-1150-sq-ft-spid-I82477036,1,1,1,2,3.9,1,North-East,Club,1,"['Sector 42-43', 'The Shopping Mall', 'NH 48', 'DPSG Sushant Lok', 'Sushant University', 'Paras Hospitals', 'IGI']"
7194,Signature Global Proxima,Sector 89,0.76,617,2,2,3,9,19,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-proxima-sector-89-gurgaon-598-sq-ft-spid-K83034682,0,0,1,1,3.76,1,North,Club,0,"['Millennium City Centre Gurugram', 'VSR Park Street', 'Pataudi Road', 'RPS International School', 'SGT University', 'Silver Streak Multi Speciality Hospital']"
7195,Signature Global Proxima,Sector 89,0.65,643,2,2,3,5,14,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-proxima-sector-89-gurgaon-675-sq-ft-spid-R83270916,0,0,1,1,3.68,0,North-East,Club,0,"['Millennium City Centre Gurugram', 'VSR Park Street', 'Pataudi Road', 'RPS International School', 'SGT University', 'Silver Streak Multi Speciality Hospital']"
7196,Orris Carnation Residency,Sector 85,1.7,1829,4,4,3,5,12,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-orris-carnation-residency-sector-85-gurgaon-1975-sq-ft-spid-C82110568,1,2,0,2,3.8,0,North,Club,0,"['Omaxe Celebration Mall within reach', 'Nearby Lotus Valley International School', 'The Shri Ram School Aravali', 'Close to ARC Multi Specialty Hospital']"
7197,DLF New Town Heights 1,Sector 90,2.41,2361,4,4,4,5,19,3,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2364-sq-ft-spid-J82852440,1,2,0,2,4.1,1,North,Club,2,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']"
7198,Shree Vardhman Mantra,Sector 67,0.75,666,2,2,1,13,13,3,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-mantra-sector-67-gurgaon-800-sq-ft-spid-N83196520,1,1,0,1,3.8,1,Unknown,Club,0,"['Sector 55-56 Metro Station', 'Airia Mall', 'Euro International School', 'Gurugram University', 'Pulse Multispecility Hospital']"
7199,Sobha City,Sector 108,3.28,1764,3,4,3,14,19,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1711-sq-ft-spid-F82374592,0,1,0,1,3.7,1,Unknown,Club,0,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University']"
7200,DLF Wellington Estate,Sector 53,3.45,1292,3,3,3,8,14,4,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-wellington-estate-dlf-phase-5-gurgaon-1395-sq-ft-spid-K82705226,1,1,0,1,4.2,1,North-West,Others,0,"['Huda City Centre', 'M G Road', 'Hamleys', 'Fortis hospital', 'DLF Mega Mall', 'Gd goenka', 'Sri Chaitanya school']"
7201,The Close North,Sector 50,4.5,2605,3,3,3,4,18,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-close-north-nirvana-country-gurgaon-2605-sq-ft-spid-T83388668,1,2,0,2,3.7,1,North,Club,1,"['Sector 55-56 Metro Station', 'Eros City Square', 'Golf Course Ext Road', 'Badshapur Sohna Highway', 'Lotus Valley International School']"
7202,Ireo Uptown,Sector 66,3.4,1787,3,3,3,6,23,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1872-sq-ft-spid-A82635492,1,2,2,4,4.2,1,North-East,Club,1,"['Sector 55-56 metro station', 'Hub 66', 'National Highway 248A', 'Shiksha Bharti Public School', 'Gurugram University']"
7203,Smart World Gems,Sector 89,1.2,1196,2,2,2,1,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1196-sq-ft-spid-G81681750,0,1,0,1,3.84,1,North-East,Club,4,"['Millennium City Centre Gurugram', 'Airia Mall', 'Dwarka Expy', 'RPS International School', 'SGT University', 'Genesis Hospital Sector 84']"
7204,M3M Heights,Sector 65,2.89,1564,2,2,3,21,36,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1516-sq-ft-spid-B83158990,1,2,2,4,3.8,1,North,Club,3,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School']"
7205,La Vida by Tata Housing,Sector 113,2.9,2053,3,3,3,5,25,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-2217-sq-ft-spid-P82532806,1,1,1,2,3.6000000000000005,1,North-East,Club,1,"['Dwarka Sector 21', 'Pacific D21 Mall', 'Dwarka Expressway', 'Orchids The International School', 'GGS Indraprastha University']"
7206,Signature Global Orchard Avenue 2,Sector 93,0.68,700,2,2,3,6,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-orchard-avenue-2-sector-93-gurgaon-700-sq-ft-spid-U83251348,0,0,1,1,3.4,0,North-West,Lake facing,0,"['Millennium City Centre Gurugram', 'V3S Sapphire Ninety', 'Pataudi Road', 'RPS International School', 'SGT University']"
7207,Puri Emerald Bay,Sector 104,2.1,1435,2,2,3,7,28,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-1550-sq-ft-spid-A82741800,1,1,1,2,4.2,1,North,Club,0,"['Sector-21 Metro Dwarka', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Chauma Road', 'Delhi Public School', 'DPG Degree College']"
7208,Shapoorji Pallonji Joyville Gurugram,Sector 102,2.65,1596,3,3,3,3,26,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-K79758453,1,1,2,3,3.9,1,North-East,Club,0,"['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Dwarka Expressway', 'Delhi Public School', 'The NorthCap University']"
7209,Pareena Express Heights,Sector 99,2.3,2117,4,4,3,4,14,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-pareena-express-heights-sector-99-gurgaon-2425-sq-ft-spid-F79708213,1,1,2,3,4.1,1,North-East,Club,1,"['Ocus Medley', 'Dwarka Expy, Sector 88', 'Euro Intl School, Sector 37D, Gurugram', 'Basant Valley School', 'SGT University']"
7210,Emaar Imperial Gardens,Sector 102,2.39,1624,3,4,2,11,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2000-sq-ft-spid-F79932567,1,2,0,2,3.8,1,North-East,Club,1,"['Satya The Hive Mall', 'Gurugram Road', 'Dwarka Expy', 'Gurugram Global Heights School', 'Sunrise University', 'The Signature Super Speciality Hospital']"
7211,aarambh buildtech,Sector 109,0.5,619,2,2,1,1,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dharam-colony-gurgaon-600-sq-ft-spid-D82568600,1,1,0,1,3.86,1,North,Main Road,0,"['Palam triangle', 'Palam Vihar Vyapar kendra', 'HUDA Sector 23 Market', 'Ram Mandir', 'Sheetla Mata Mandir', 'Kalyan Hospital Gurgaon']"
7212,Bestech Park View City 2,Sector 49,3.1,1776,3,3,3,0,14,4,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-2-sector-49-gurgaon-1776-sq-ft-r1-spid-M80653503,1,1,0,1,4.0,1,South,Park,0,"['Sector 55-56 Metro Station', 'Raheja Mall', 'Hong Kong Bazaar', 'Sohna Road', 'Delhi Jaipur Expressway', 'DAV Public School']"
7213,Shapoorji Pallonji Joyville Gurugram,Sector 102,2.5,1910,3,3,3,8,18,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-R82888904,1,1,0,1,3.9,1,North,Club,0,"['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Dwarka Expressway', 'Delhi Public School', 'The NorthCap University']"
7214,M3M Soulitude,Sector 89,1.8,1544,3,3,3,2,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1497-sq-ft-spid-W82523300,0,1,1,2,3.8,1,North-East,Park,1,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
7215,Puri Emerald Bay,Sector 104,3.4,2425,3,3,3,14,29,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-I79920637,1,1,1,2,4.2,1,North,Club,1,"['Sector-21 Metro Dwarka', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Chauma Road', 'Delhi Public School', 'DPG Degree College']"
7216,Shapoorji Pallonji Joyville Gurugram,Sector 102,2.57,1715,3,3,3,4,26,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-D83179176,0,1,0,1,3.9,1,North-East,Club,0,"['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Dwarka Expressway', 'Delhi Public School', 'The NorthCap University']"
7217,M3M Heights,Sector 65,2.17,1232,2,2,3,25,34,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1250-sq-ft-spid-U83056754,1,1,1,2,3.8,1,Unknown,Park,0,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School']"
7218,Bestech Park View Spa Next,Sector 67,4.15,2740,4,5,4,5,14,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-2685-sq-ft-spid-N82650404,1,1,1,2,3.8,1,North,Club,1,"['""Omaxe City Centre Mall', ""St. Xavier's School"", 'KIIT College of Engineering', 'Ektaa Hospital', 'Indira Gandhi International Airport""']"
7219,Greenopolis,Sector 89,1.7,1651,3,3,3,5,25,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-greenopolis-sector-89-gurgaon-1910-sq-ft-spid-N83033326,0,1,0,1,3.78,1,North,Park,1,"['Airia Mall', 'National Highway 352W', 'RPS International School', 'Gurugram University', 'SilverStreak Hospital', 'Indira Gandhi Airport']"
7220,Central Park Flower Valley Flamingo Floors,Sector 33,2.35,1314,3,2,4,0,2,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1274-sq-ft-spid-H83347650,1,0,2,2,3.74,1,North,Main Road,1,"['Sapphire Mall', 'More Hypermart , Vipul business park', 'Raheja Mall', 'WorldMark Gurgaon, Maidawas Rd', 'Basant Valley Global School']"
7221,Ireo Skyon,Sector 60,3.95,1979,3,4,3,0,12,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-1919-sq-ft-spid-L82176004,1,2,2,4,4.0,1,North,Club,4,"['Sector 55-56 Metro', 'Golf Course Extension', 'Adarsh Senior Secondary School', 'Swastik Hospital Sec 66', 'IGI Airport']"
7222,Eldeco Accolade,Sector 2,1.05,928,2,2,2,5,18,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-accolade-sohna-gurgaon-900-sq-ft-spid-N82348748,0,1,0,1,4.0,1,Unknown,Park,0,"['Airia Mall', 'Badshahpur Sohna Rd Hwy', 'Sohna - Gurgaon Rd', 'GD Goenka University', 'GD Goenka World School', 'Apexx Hospital']"
7223,Chintels Serenity,Sector 109,4.35,2708,4,5,2,5,20,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-2925-sq-ft-spid-X82853736,1,2,0,2,3.5,1,North,Club,2,"['Yashobhoomi Dwarka Sector-25', 'Global Foyer Mall', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University']"
7224,Silverglades The Melia,Sector 35,1.45,1250,2,2,3,9,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-silverglades-the-melia-sohna-gurgaon-1350-sq-ft-spid-T82911646,0,1,0,1,3.7,1,West,Main Road,1,"['Global City Centre Mall', 'Sohna Road', 'Western Peripheral Expressway', 'Shambhu Dayal High School', 'GD Goenka University']"
7225,Tulip Violet,Sector 69,2.44,1461,3,3,2,8,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-1578-sq-ft-spid-Z82795422,1,0,1,1,4.2,1,North,Club,1,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology']"
